frame.number|frame.interface_name|frame.time_epoch|_ws.col.ipsrc|_ws.col.ipdst|ip.src_host|ip.dst_host|tcp.stream|tcp.srcport|tcp.dstport|tcp.window_size|tcp.flags|tcp.option_kind|tcp.seq|tcp.len|tcp.ack|tcp.options.timestamp.tsval|tcp.options.timestamp.tsecr|mptcp.expected_token|mptcp.stream|tcp.options.mptcp.sendkey|tcp.options.mptcp.recvkey|tcp.options.mptcp.recvtok|tcp.options.mptcp.datafin.flag|tcp.options.mptcp.version|tcp.options.mptcp.subtype|tcp.options.mptcp.rawdataseqno|tcp.options.mptcp.rawdataack|tcp.options.mptcp.subflowseqno|tcp.options.mptcp.datalvllen|tcp.options.mptcp.addrid|mptcp.rawdsn64|mptcp.ack|mptcp.dsn|mptcp.related_mapping|mptcp.reinjection_of|mptcp.reinjected_in
1872|any|1529916741.668298566|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020011019||||13300256311687443145|2192866|1|||
1873|any|1529916741.668299315|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714240|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020013875||||13300256311687443145|2195722|1|||
1874|any|1529916741.668300027|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020016731||||13300256311687443145|2198578|1|||
1875|any|1529916741.668300679|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710144|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020019587||||13300256311687443145|2201434|1|||
1876|any|1529916741.668301408|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020022443||||13300256311687443145|2204290|1|||
1877|any|1529916741.668302048|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020025299||||13300256311687443145|2207146|1|||
1878|any|1529916741.668302693|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|704000|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020028155||||13300256311687443145|2210002|1|||
1879|any|1529916741.668303336|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020031011||||13300256311687443145|2212858|1|||
1880|any|1529916741.668303975|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020036723||||13300256311687443145|2218570|1|||
1881|any|1529916741.668304587|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|695808|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020039579||||13300256311687443145|2221426|1|||
1882|any|1529916741.668305278|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020042435||||13300256311687443145|2224282|1|||
1883|any|1529916741.668306077|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384272|46||1||||0||2||3020043863||||13300256311687443145|2225710|1|||
1884|any|1529916741.700067270|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|994017|908384313|109||1||||0||2||3020043863||||13300256311687443145|2225710|1|||
1885|any|1529916742.344539276|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|994017|2552|1|908384902|549||1||||0||2|3020043863|3485921993|994017|2552||6246007917519189591|1|2225710|1885||
1886|any|1529916742.354634158|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|996569|908384968|66||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1887|any|1529916742.365040052|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908384968|46||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1888|any|1529916742.378184314|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|996569|2856|1|908384936|549||1||||0||2|3020046415|3485921993|996569|64260||6246007917519192143|1|2228262|1888||
1889|any|1529916742.385305646|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|999425|2856|1|908384938|549||1||||0||2||3485921993||||6246007917519194999|1|2231118|1888||
1890|any|1529916742.390357114|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|999425|908385002|66||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1891|any|1529916742.397204989|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1002281|908385009|71||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1892|any|1529916742.397207715|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1002281|2856|1|908384941|549||1||||0||2||3485921993||||6246007917519197855|1|2233974|1888||
1893|any|1529916742.408412826|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1005137|908385021|80||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1894|any|1529916742.408416251|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1005137|2856|1|908384943|549||1||||0||2||3485921993||||6246007917519200711|1|2236830|1888||
1895|any|1529916742.420289386|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1007993|908385032|89||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1896|any|1529916742.420292079|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1007993|2856|1|908384945|549||1||||0||2||3485921993||||6246007917519203567|1|2239686|1888||
1897|any|1529916742.432332967|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1010849|908385044|99||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1898|any|1529916742.432335487|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1010849|2856|1|908384948|549||1||||0||2||3485921993||||6246007917519206423|1|2242542|1888||
1899|any|1529916742.444320757|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1013705|908385056|108||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1900|any|1529916742.444323464|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1013705|2856|1|908384950|549||1||||0||2||3485921993||||6246007917519209279|1|2245398|1888||
1901|any|1529916742.456200604|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1016561|908385068|118||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1902|any|1529916742.456203113|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1016561|2856|1|908384952|549||1||||0||2||3485921993||||6246007917519212135|1|2248254|1888||
1903|any|1529916742.468045088|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1019417|908385080|128||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1904|any|1529916742.468094098|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1019417|2856|1|908384954|549||1||||0||2||3485921993||||6246007917519214991|1|2251110|1888||
1905|any|1529916742.479953362|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1022273|908385092|138||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1906|any|1529916742.482296719|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1022273|2856|1|908384957|549||1||||0||2||3485921993||||6246007917519217847|1|2253966|1888||
1907|any|1529916742.492121195|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1025129|2856|1|908384959|549||1||||0||2||3485921993||||6246007917519220703|1|2256822|1888||
1908|any|1529916742.494385951|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1025129|908385106|149||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1909|any|1529916742.504538132|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1027985|908385116|157||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1910|any|1529916742.504540688|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1027985|2856|1|908384961|549||1||||0||2||3485921993||||6246007917519223559|1|2259678|1888||
1911|any|1529916742.514706241|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1030841|908385128|167||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1912|any|1529916742.517527963|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1030841|2856|1|908384964|549||1||||0||2||3485921993||||6246007917519226415|1|2262534|1888||
1913|any|1529916742.528294807|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1033697|908385141|177||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1914|any|1529916742.528297272|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1033697|2856|1|908384966|549||1||||0||2||3485921993||||6246007917519229271|1|2265390|1888||
1915|any|1529916742.538965594|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1036553|908385152|186||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1916|any|1529916742.541835557|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1036553|2856|1|908384981|549||1||||0||2||3485921993||||6246007917519232127|1|2268246|1888||
1917|any|1529916742.552515097|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1039409|908385165|184||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1918|any|1529916742.552517525|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1039409|2856|1|908384984|549||1||||0||2||3485921993||||6246007917519234983|1|2271102|1888||
1919|any|1529916742.563150577|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1042265|908385176|192||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1920|any|1529916742.565942444|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1042265|2856|1|908384986|549||1||||0||2||3485921993||||6246007917519237839|1|2273958|1888||
1921|any|1529916742.577821122|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1045121|908385190|203||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1922|any|1529916742.577823623|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1045121|2856|1|908384989|549||1||||0||2||3485921993||||6246007917519240695|1|2276814|1888||
1923|any|1529916742.589631393|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1047977|908385201|212||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1924|any|1529916742.589633932|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1047977|2856|1|908384991|549||1||||0||2||3485921993||||6246007917519243551|1|2279670|1888||
1925|any|1529916742.599739424|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1050833|908385213|222||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1926|any|1529916742.601980785|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1050833|2856|1|908384993|549||1||||0||2||3485921993||||6246007917519246407|1|2282526|1888||
1927|any|1529916742.613805485|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1053689|908385226|233||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1928|any|1529916742.613808175|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1053689|2856|1|908384995|549||1||||0||2||3485921993||||6246007917519249263|1|2285382|1888||
1929|any|1529916742.625443989|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1056545|908385237|242||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1930|any|1529916742.625447475|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1056545|2856|1|908384998|549||1||||0||2||3485921993||||6246007917519252119|1|2288238|1888||
1931|any|1529916742.636083113|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1059401|908385249|251||1||||0||2||3020046415||||13300256311687443145|2228262|1|||
1932|any|1529916742.639009629|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1059401|1428|1|908385000|549||1||||0||2||3485921993||||6246007917519254975|1|2291094|1888||
1933|any|1529916742.644655339|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1060829|2856|1|908385030|549||1||||0||2|3020110675|3485921993|1060829|64260||6246007917519256403|1|2292522|1933||
1934|any|1529916742.654374316|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1063685|2856|1|908385037|549||1||||0||2||3485921993||||6246007917519259259|1|2295378|1933||
1935|any|1529916742.655216504|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1063685|908385268|263||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1936|any|1529916742.659345765|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020049271||||13300256311687443145|2231118|1|||
1937|any|1529916742.659347723|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020057839||||13300256311687443145|2239686|1|||
1938|any|1529916742.659348422|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|731136|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020060695||||13300256311687443145|2242542|1|||
1939|any|1529916742.659349063|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|729600|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020063551||||13300256311687443145|2245398|1|||
1940|any|1529916742.659349832|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020066407||||13300256311687443145|2248254|1|||
1941|any|1529916742.659350464|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|723968|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020074975||||13300256311687443145|2256822|1|||
1942|any|1529916742.659351165|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020077831||||13300256311687443145|2259678|1|||
1943|any|1529916742.659351776|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|721408|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020080687||||13300256311687443145|2262534|1|||
1944|any|1529916742.659352427|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|719872|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020083543||||13300256311687443145|2265390|1|||
1945|any|1529916742.659353092|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020086399||||13300256311687443145|2268246|1|||
1946|any|1529916742.659353735|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|715776|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020092111||||13300256311687443145|2273958|1|||
1947|any|1529916742.659354337|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713216|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020094967||||13300256311687443145|2276814|1|||
1948|any|1529916742.659355044|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|711168|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020097823||||13300256311687443145|2279670|1|||
1949|any|1529916742.659355728|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|709120|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020100679||||13300256311687443145|2282526|1|||
1950|any|1529916742.659356363|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|707072|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020103535||||13300256311687443145|2285382|1|||
1951|any|1529916742.659356993|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|705024|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020106391||||13300256311687443145|2288238|1|||
1952|any|1529916742.659357685|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417|908385263|46||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1953|any|1529916742.665258364|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1066541|908385278|241||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1954|any|1529916742.667295025|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1066541|2856|1|908385039|549||1||||0||2||3485921993||||6246007917519262115|1|2298234|1933||
1955|any|1529916742.679377097|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1069397|908385291|252||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1956|any|1529916742.679379706|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1069397|2856|1|908385042|549||1||||0||2||3485921993||||6246007917519264971|1|2301090|1933||
1957|any|1529916742.690076017|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1072253|908385303|261||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1958|any|1529916742.691198310|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1072253|2856|1|908385049|549||1||||0||2||3485921993||||6246007917519267827|1|2303946|1933||
1959|any|1529916742.701605944|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1075109|908385315|266||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1960|any|1529916742.702422369|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1075109|2856|1|908385051|549||1||||0||2||3485921993||||6246007917519270683|1|2306802|1933||
1961|any|1529916742.714453696|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1077965|908385326|275||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1962|any|1529916742.714457257|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1077965|2856|1|908385054|549||1||||0||2||3485921993||||6246007917519273539|1|2309658|1933||
1963|any|1529916742.725118677|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1080821|908385338|284||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1964|any|1529916742.727038184|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1080821|2856|1|908385061|549||1||||0||2||3485921993||||6246007917519276395|1|2312514|1933||
1965|any|1529916742.738079014|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1083677|908385351|290||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1966|any|1529916742.740261974|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1083677|2856|1|908385063|549||1||||0||2||3485921993||||6246007917519279251|1|2315370|1933||
1967|any|1529916742.750745909|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1086533|908385364|301||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1968|any|1529916742.750748186|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1086533|2856|1|908385066|549||1||||0||2||3485921993||||6246007917519282107|1|2318226|1933||
1969|any|1529916742.761389857|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1089389|908385374|308||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1970|any|1529916742.762575691|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1089389|2856|1|908385073|549||1||||0||2||3485921993||||6246007917519284963|1|2321082|1933||
1971|any|1529916742.774483062|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1092245|908385386|313||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1972|any|1529916742.775724200|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1092245|2856|1|908385075|549||1||||0||2||3485921993||||6246007917519287819|1|2323938|1933||
1973|any|1529916742.786158888|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1095101|908385399|324||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1974|any|1529916742.786961344|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1095101|2856|1|908385077|549||1||||0||2||3485921993||||6246007917519290675|1|2326794|1933||
1975|any|1529916742.797840718|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1097957|908385410|333||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1976|any|1529916742.800038380|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1097957|2856|1|908385085|549||1||||0||2||3485921993||||6246007917519293531|1|2329650|1933||
1977|any|1529916742.810632685|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1100813|908385424|339||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1978|any|1529916742.810634721|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1100813|2856|1|908385087|549||1||||0||2||3485921993||||6246007917519296387|1|2332506|1933||
1979|any|1529916742.820876862|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1103669|908385434|347||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1980|any|1529916742.823210727|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1103669|2856|1|908385089|549||1||||0||2||3485921993||||6246007917519299243|1|2335362|1933||
1981|any|1529916742.833806986|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1106525|908385447|358||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1982|any|1529916742.835013902|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1106525|2856|1|908385097|549||1||||0||2||3485921993||||6246007917519302099|1|2338218|1933||
1983|any|1529916742.847426145|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1109381|908385459|362||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1984|any|1529916742.847428893|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1109381|2856|1|908385099|549||1||||0||2||3485921993||||6246007917519304955|1|2341074|1933||
1985|any|1529916742.858288319|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1112237|908385471|372||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
1986|any|1529916742.860500565|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1112237|2856|1|908385101|549||1||||0||2||3485921993||||6246007917519307811|1|2343930|1933||
1987|any|1529916742.873071956|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1115093|908385484|383||1||||0||2||3020110675||||13300256311687443145|2292522|1|||
