packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tcptsval|tcptsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|subtype|dss_dsn|dss_rawack|dss_ssn|dss_length|addrid|dsnraw64|dack|dsn|related_mappings|reinjection_of|reinjected_in
2057|any|28.559270107|1529916744.316716880|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1261569|2856|1|908386713|282||1||||0||2||3485921993||||6246007917519457143|1|2493262|2424||
2058|any|28.569838984|1529916744.327285757|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1264425|2856|1|908386715|282||1||||0||2||3485921993||||6246007917519459999|1|2496118|2424||
2059|any|28.573597866|1529916744.331044639|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1200469|908386888|662||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2060|any|28.581716340|1529916744.339163113|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1267281|2856|1|908386717|282||1||||0||2||3485921993||||6246007917519462855|1|2498974|2424||
2061|any|28.584323513|1529916744.341770286|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1203325|908386900|665||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2062|any|28.595736906|1529916744.353183679|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1270137|2856|1|908386720|282||1||||0||2||3485921993||||6246007917519465711|1|2501830|2424||
2063|any|28.601242312|1529916744.358689085|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1206181|908386919|683||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2064|any|28.606097503|1529916744.363544276|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1272993|2856|1|908386722|282||1||||0||2||3485921993||||6246007917519468567|1|2504686|2424||
2065|any|28.606096712|1529916744.363543485|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1209037|908386925|687||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2066|any|28.618334782|1529916744.375781555|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1275849|2856|1|908386724|282||1||||0||2||3485921993||||6246007917519471423|1|2507542|2424||
2067|any|28.618333554|1529916744.375780327|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1211893|908386938|692||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2068|any|28.631634560|1529916744.389081333|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1278705|2856|1|908386727|282||1||||0||2||3485921993||||6246007917519474279|1|2510398|2424||
2069|any|28.631752747|1529916744.389199520|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1214749|908386951|703||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2070|any|28.643473442|1529916744.400920215|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1281561|2856|1|908386729|282||1||||0||2||3485921993||||6246007917519477135|1|2513254|2424||
2071|any|28.643482681|1529916744.400929454|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1217605|908386963|712||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2072|any|28.653945243|1529916744.411392016|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1284417|2856|1|908386731|282||1||||0||2||3485921993||||6246007917519479991|1|2516110|2424||
2073|any|28.653947940|1529916744.411394713|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1220461|908386974|716||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2074|any|28.667685849|1529916744.425132622|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1287273|2856|1|908386734|282||1||||0||2||3485921993||||6246007917519482847|1|2518966|2424||
2075|any|28.670658024|1529916744.428104797|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1223317|908386987|725||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2076|any|28.679567092|1529916744.437013865|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1290129|2856|1|908386736|282||1||||0||2||3485921993||||6246007917519485703|1|2521822|2424||
2077|any|28.679571275|1529916744.437018048|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1226173|908386999|729||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2078|any|28.690426716|1529916744.447873489|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1292985|2856|1|908386738|282||1||||0||2||3485921993||||6246007917519488559|1|2524678|2424||
2079|any|28.690425793|1529916744.447872566|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1229029|908387010|738||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2080|any|28.704074862|1529916744.461521635|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1295841|2856|1|908386741|282||1||||0||2||3485921993||||6246007917519491415|1|2527534|2424||
2081|any|28.704072350|1529916744.461519123|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1231885|908387021|746||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2082|any|28.714866355|1529916744.472313128|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1298697|2856|1|908386743|282||1||||0||2||3485921993||||6246007917519494271|1|2530390|2424||
2083|any|28.715002635|1529916744.472449408|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1234741|908387035|753||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2084|any|28.725980597|1529916744.483427370|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1301553|2856|1|908386745|282||1||||0||2||3485921993||||6246007917519497127|1|2533246|2424||
2085|any|28.728444005|1529916744.485890778|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1237597|908387046|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2086|any|28.739461671|1529916744.496908444|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1304409|2856|1|908386748|282||1||||0||2||3485921993||||6246007917519499983|1|2536102|2424||
2087|any|28.739460100|1529916744.496906873|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387058|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2088|any|28.749882891|1529916744.507329664|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1307265|2856|1|908386750|282||1||||0||2||3485921993||||6246007917519502839|1|2538958|2424||
2089|any|28.752255915|1529916744.509702688|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387071|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2090|any|28.763021550|1529916744.520468323|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1310121|2856|1|908386752|282||1||||0||2||3485921993||||6246007917519505695|1|2541814|2424||
2091|any|28.763024663|1529916744.520471436|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387082|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2092|any|28.774386967|1529916744.531833740|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1312977|2856|1|908386754|282||1||||0||2||3485921993||||6246007917519508551|1|2544670|2424||
2093|any|28.774385274|1529916744.531832047|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387093|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2094|any|28.787663609|1529916744.545110382|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1315833|2856|1|908386756|282||1||||0||2||3485921993||||6246007917519511407|1|2547526|2424||
2095|any|28.787666619|1529916744.545113392|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387107|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2096|any|28.797952715|1529916744.555399488|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1318689|2856|1|908386759|282||1||||0||2||3485921993||||6246007917519514263|1|2550382|2424||
2097|any|28.797890290|1529916744.555337063|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387118|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2098|any|28.806774143|1529916744.564220916|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387125|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2099|any|28.812637953|1529916744.570084726|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1321545|1428|1|908386761|282||1||||0||2||3485921993||||6246007917519517119|1|2553238|2424||
2100|any|28.818556657|1529916744.576003430|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1322973|2856|1|908386777|282||1||||0||2|3020372819|3485921993|1322973|64260||6246007917519518547|1|2554666|2100||
2101|any|28.818560810|1529916744.576007583|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387136|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2102|any|28.830017539|1529916744.587464312|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1325829|2856|1|908386779|282||1||||0||2||3485921993||||6246007917519521403|1|2557522|2100||
2103|any|28.830015513|1529916744.587462286|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387148|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2104|any|28.838318853|1529916744.595765626|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387158|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2105|any|28.841274359|1529916744.598721132|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1328685|2856|1|908386781|282||1||||0||2||3485921993||||6246007917519524259|1|2560378|2100||
2106|any|28.852686930|1529916744.610133703|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1331541|2856|1|908386784|282||1||||0||2||3485921993||||6246007917519527115|1|2563234|2100||
2107|any|28.852685100|1529916744.610131873|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387171|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2108|any|28.864154155|1529916744.621600928|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1334397|2856|1|908386786|282||1||||0||2||3485921993||||6246007917519529971|1|2566090|2100||
2109|any|28.866940304|1529916744.624387077|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387185|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2110|any|28.878223380|1529916744.635670153|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1337253|2856|1|908386788|282||1||||0||2||3485921993||||6246007917519532827|1|2568946|2100||
2111|any|28.878226276|1529916744.635673049|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387197|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2112|any|28.889585198|1529916744.647031971|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1340109|2856|1|908386790|282||1||||0||2||3485921993||||6246007917519535683|1|2571802|2100||
2113|any|28.889588178|1529916744.647034951|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387208|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2114|any|28.900885390|1529916744.658332163|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1342965|2856|1|908386793|282||1||||0||2||3485921993||||6246007917519538539|1|2574658|2100||
2115|any|28.900883883|1529916744.658330656|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387219|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2116|any|28.912013621|1529916744.669460394|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387231|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2117|any|28.914872707|1529916744.672319480|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1345821|2856|1|908386795|282||1||||0||2||3485921993||||6246007917519541395|1|2577514|2100||
2118|any|28.926147379|1529916744.683594152|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1348677|2856|1|908386797|282||1||||0||2||3485921993||||6246007917519544251|1|2580370|2100||
2119|any|28.926150336|1529916744.683597109|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387245|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2120|any|28.936222935|1529916744.693669708|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1351533|2856|1|908386799|282||1||||0||2||3485921993||||6246007917519547107|1|2583226|2100||
2121|any|28.938561631|1529916744.696008404|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387256|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2122|any|28.948133130|1529916744.705579903|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387268|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2123|any|28.950350509|1529916744.707797282|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1354389|2856|1|908386802|282||1||||0||2||3485921993||||6246007917519549963|1|2586082|2100||
2124|any|28.960414912|1529916744.717861685|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1357245|2856|1|908386804|282||1||||0||2||3485921993||||6246007917519552819|1|2588938|2100||
2125|any|28.960413060|1529916744.717859833|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387279|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2126|any|28.974376006|1529916744.731822779|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1360101|2856|1|908386806|282||1||||0||2||3485921993||||6246007917519555675|1|2591794|2100||
2127|any|28.974380220|1529916744.731826993|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387293|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2128|any|28.984379620|1529916744.741826393|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1362957|2856|1|908386808|282||1||||0||2||3485921993||||6246007917519558531|1|2594650|2100||
2129|any|28.984157373|1529916744.741604146|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387305|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2130|any|28.997156606|1529916744.754603379|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1365813|2856|1|908386810|282||1||||0||2||3485921993||||6246007917519561387|1|2597506|2100||
2131|any|28.997154893|1529916744.754601666|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387315|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2132|any|29.009180611|1529916744.766627384|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1368669|2856|1|908386813|282||1||||0||2||3485921993||||6246007917519564243|1|2600362|2100||
2133|any|29.009178935|1529916744.766625708|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387327|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2134|any|29.018781921|1529916744.776228694|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387339|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2135|any|29.020976144|1529916744.778422917|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1371525|2856|1|908386815|282||1||||0||2||3485921993||||6246007917519567099|1|2603218|2100||
2136|any|29.032735620|1529916744.790182393|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1374381|2856|1|908386817|282||1||||0||2||3485921993||||6246007917519569955|1|2606074|2100||
2137|any|29.032734668|1529916744.790181441|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387351|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2138|any|29.044355042|1529916744.801801815|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1377237|2856|1|908386820|282||1||||0||2||3485921993||||6246007917519572811|1|2608930|2100||
2139|any|29.044353688|1529916744.801800461|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387363|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2140|any|29.058050281|1529916744.815497054|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1380093|2856|1|908386822|282||1||||0||2||3485921993||||6246007917519575667|1|2611786|2100||
2141|any|29.058053364|1529916744.815500137|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387376|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2142|any|29.069840866|1529916744.827287639|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1385805|1428|1|908386826|282||1||||0||2||3485921993||||6246007917519581379|1|2617498|2100||
2143|any|29.069843578|1529916744.827290351|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387388|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2144|any|29.075742255|1529916744.833189028|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|1387233|2552|1|908386842|282||1||||0||2|3020437079|3485921993|1387233|2552||6246007917519582807|1|2618926|2144||
2145|any|29.075740727|1529916744.833187500|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387393|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2146|any|29.087056860|1529916744.844503633|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1389785|2856|1|908386905|282||1||||0||2|3020439631|3485921993|1389785|64260||6246007917519585359|1|2621478|2146||
2147|any|29.087060006|1529916744.844506779|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387407|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2148|any|29.098240134|1529916744.855686907|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1392641|2856|1|908386909|282||1||||0||2||3485921993||||6246007917519588215|1|2624334|2146||
2149|any|29.101212766|1529916744.858659539|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387418|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2150|any|29.111336607|1529916744.868783380|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1395497|2856|1|908386911|282||1||||0||2||3485921993||||6246007917519591071|1|2627190|2146||
2151|any|29.111339555|1529916744.868786328|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387431|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2152|any|29.123292060|1529916744.880738833|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1398353|2856|1|908386914|282||1||||0||2||3485921993||||6246007917519593927|1|2630046|2146||
2153|any|29.123295163|1529916744.880741936|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387442|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2154|any|29.135375123|1529916744.892821896|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1401209|2856|1|908386917|282||1||||0||2||3485921993||||6246007917519596783|1|2632902|2146||
2155|any|29.135378213|1529916744.892824986|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387454|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2156|any|29.147830082|1529916744.905276855|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1404065|2856|1|908386931|282||1||||0||2||3485921993||||6246007917519599639|1|2635758|2146||
2157|any|29.147827700|1529916744.905274473|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387465|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2158|any|29.158705153|1529916744.916151926|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1406921|2856|1|908386936|282||1||||0||2||3485921993||||6246007917519602495|1|2638614|2146||
2159|any|29.159011430|1529916744.916458203|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387479|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2160|any|29.170173609|1529916744.927620382|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1409777|2856|1|908386944|282||1||||0||2||3485921993||||6246007917519605351|1|2641470|2146||
2161|any|29.172663008|1529916744.930109781|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387490|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2162|any|29.182314317|1529916744.939761090|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1412633|2856|1|908386946|282||1||||0||2||3485921993||||6246007917519608207|1|2644326|2146||
2163|any|29.184735095|1529916744.942181868|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387502|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2164|any|29.194361287|1529916744.951808060|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1415489|2856|1|908386949|282||1||||0||2||3485921993||||6246007917519611063|1|2647182|2146||
2165|any|29.194359798|1529916744.951806571|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387514|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
2166|any|29.206437258|1529916744.963884031|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1418345|2856|1|908386958|282||1||||0||2||3485921993||||6246007917519613919|1|2650038|2146||
2167|any|29.209182704|1529916744.966629477|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597|908387525|761||1||||0||2||3020241747||||13300256311687443145|2423594|1|||
