packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|expected_token|mptcpstream|recvtok
2441|any|30.839237691|1529916746.596684464|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1290914|2856|1||1|
2442|any|30.844543682|1529916746.601990455|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2443|any|30.849327003|1529916746.606773776|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1293770|2856|1||1|
2444|any|30.857555250|1529916746.615002023|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2445|any|30.862297792|1529916746.619744565|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1296626|2856|1||1|
2446|any|30.867832958|1529916746.625279731|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2447|any|30.873257504|1529916746.630704277|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1299482|2856|1||1|
2448|any|30.880342283|1529916746.637789056|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2449|any|30.887854542|1529916746.645301315|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1302338|2856|1||1|
2450|any|30.892140602|1529916746.649587375|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2451|any|30.897328437|1529916746.654775210|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1305194|2856|1||1|
2452|any|30.902312479|1529916746.659759252|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2453|any|30.910099771|1529916746.667546544|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1308050|2856|1||1|
2454|any|30.917211801|1529916746.674658574|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2455|any|30.921322464|1529916746.678769237|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1310906|2856|1||1|
2456|any|30.926076082|1529916746.683522855|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2457|any|30.926194571|1529916746.683641344|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2458|any|30.926195390|1529916746.683642163|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2459|any|30.926196057|1529916746.683642830|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|729600|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2460|any|30.926196618|1529916746.683643391|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|727040|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2461|any|30.926197234|1529916746.683644007|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|719872|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2462|any|30.926197884|1529916746.683644657|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714752|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2463|any|30.926198476|1529916746.683645249|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|709120|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2464|any|30.926199119|1529916746.683645892|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|707584|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2465|any|30.926199809|1529916746.683646582|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706560|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2466|any|30.926200430|1529916746.683647203|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|705536|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2467|any|30.926200992|1529916746.683647765|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|704000|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2468|any|30.933271354|1529916746.690718127|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1313762|2856|1||1|
2469|any|30.937743123|1529916746.695189896|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2470|any|30.937744076|1529916746.695190849|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2471|any|30.937744697|1529916746.695191470|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|730624|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2472|any|30.937745319|1529916746.695192092|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|726528|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2473|any|30.937745928|1529916746.695192701|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|724480|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2474|any|30.937746557|1529916746.695193330|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|720384|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2475|any|30.937747156|1529916746.695193929|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2476|any|30.937747782|1529916746.695194555|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2477|any|30.937748337|1529916746.695195110|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714240|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2478|any|30.937748953|1529916746.695195726|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|704000|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2479|any|30.937749509|1529916746.695196282|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2480|any|30.937750076|1529916746.695196849|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2481|any|30.937750632|1529916746.695197405|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2482|any|30.938761531|1529916746.696208304|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1237597||1|
2483|any|30.938763085|1529916746.696209858|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2484|any|30.946021964|1529916746.703468737|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1316618|2856|1||1|
2485|any|30.946748129|1529916746.704194902|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|704000|0x00000010|1,1,8,1,1,5,30|1|0|1258713||1|
2486|any|30.957025660|1529916746.714472433|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|692736|0x00000010|1,1,8,1,1,5,30|1|0|1360101||1|
2487|any|30.957406019|1529916746.714852792|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1319474|2856|1||1|
2488|any|30.960059210|1529916746.717505983|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2489|any|30.960060131|1529916746.717506904|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2490|any|30.960060829|1529916746.717507602|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|730624|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2491|any|30.960061505|1529916746.717508278|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2492|any|30.960062176|1529916746.717508949|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|726528|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2493|any|30.960062747|1529916746.717509520|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2494|any|30.960063522|1529916746.717510295|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714240|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2495|any|30.960064131|1529916746.717510904|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2496|any|30.960064890|1529916746.717511663|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2497|any|30.960109975|1529916746.717556748|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|699904|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2498|any|30.960110930|1529916746.717557703|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2499|any|30.960111516|1529916746.717558289|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|695808|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2500|any|30.960112186|1529916746.717558959|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2501|any|30.960222144|1529916746.717668917|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2502|any|30.962103656|1529916746.719550429|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|690688|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2503|any|30.962104464|1529916746.719551237|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|688640|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2504|any|30.962105265|1529916746.719552038|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|682496|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2505|any|30.962105888|1529916746.719552661|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|680448|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2506|any|30.962406852|1529916746.719853625|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|678400|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2507|any|30.962763445|1529916746.720210218|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|674304|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2508|any|30.963966310|1529916746.721413083|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|672256|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2509|any|30.963967144|1529916746.721413917|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|670208|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2510|any|30.963967898|1529916746.721414671|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|666112|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2511|any|30.963968675|1529916746.721415448|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|663552|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2512|any|30.966302845|1529916746.723749618|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|661504|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2513|any|30.966303697|1529916746.723750470|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|659456|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2514|any|30.966304412|1529916746.723751185|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|653312|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2515|any|30.966305093|1529916746.723751866|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|651264|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2516|any|30.967669583|1529916746.725116356|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|645120|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2517|any|30.967670403|1529916746.725117176|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|640000|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2518|any|30.967978051|1529916746.725424824|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1382949||1|
2519|any|30.968328211|1529916746.725774984|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|635904|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2520|any|30.968328949|1529916746.725775722|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|633856|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2521|any|30.968329602|1529916746.725776375|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|631808|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2522|any|30.968506901|1529916746.725953674|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|629760|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2523|any|30.968861332|1529916746.726308105|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|627712|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2524|any|30.969244325|1529916746.726691098|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|625664|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2525|any|30.969337409|1529916746.726784182|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1322330|2856|1||1|
2526|any|30.971831558|1529916746.729278331|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|621056|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2527|any|30.971832304|1529916746.729279077|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|614912|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2528|any|30.971833196|1529916746.729279969|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|612864|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2529|any|30.971833898|1529916746.729280671|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|604672|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2530|any|30.971834506|1529916746.729281279|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|602624|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2531|any|30.972928980|1529916746.730375753|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|600576|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2532|any|30.972929866|1529916746.730376639|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|598528|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2533|any|30.972930515|1529916746.730377288|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|597504|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2534|any|30.981007204|1529916746.738453977|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|595456|0x00000010|1,1,8,1,1,5,30|1|0|1557985||1|
2535|any|30.982180792|1529916746.739627565|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1325186|2856|1||1|
2536|any|30.993481062|1529916746.750927835|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1328042|2856|1||1|
2537|any|30.993479187|1529916746.750925960|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1572265||1|
2538|any|30.996067383|1529916746.753514156|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2539|any|30.996068208|1529916746.753514981|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2540|any|30.996068915|1529916746.753515688|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2541|any|30.996069538|1529916746.753516311|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2542|any|30.996070167|1529916746.753516940|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|726528|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2543|any|30.996070770|1529916746.753517543|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|724480|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2544|any|30.996071379|1529916746.753518152|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|718336|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2545|any|30.996071961|1529916746.753518734|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|716288|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2546|any|30.996072714|1529916746.753519487|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2547|any|30.996073290|1529916746.753520063|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710144|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2548|any|30.996073937|1529916746.753520710|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2549|any|30.996074552|1529916746.753521325|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2550|any|30.996075174|1529916746.753521947|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|704000|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2551|any|30.996075773|1529916746.753522546|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2552|any|30.996076443|1529916746.753523216|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|699904|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2553|any|30.996077020|1529916746.753523793|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2554|any|30.996077667|1529916746.753524440|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2555|any|30.996078256|1529916746.753525029|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|690176|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2556|any|30.998460769|1529916746.755907542|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|688128|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2557|any|30.998461619|1529916746.755908392|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|686080|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2558|any|30.998462287|1529916746.755909060|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|684032|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2559|any|30.998462908|1529916746.755909681|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|681984|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2560|any|30.998463575|1529916746.755910348|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|679936|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2561|any|30.999834098|1529916746.757280871|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|677888|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2562|any|30.999834950|1529916746.757281723|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|675840|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2563|any|30.999835535|1529916746.757282308|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|669696|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2564|any|30.999836215|1529916746.757282988|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|667648|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2565|any|31.001177518|1529916746.758624291|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|665600|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2566|any|31.001178373|1529916746.758625146|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|663552|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2567|any|31.001179017|1529916746.758625790|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|659456|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2568|any|31.001179686|1529916746.758626459|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|657408|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2569|any|31.002281530|1529916746.759728303|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|653312|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2570|any|31.003449695|1529916746.760896468|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|646656|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2571|any|31.003450472|1529916746.760897245|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|643584|0x00000010|1,1,8,1,1,5,30|1|0|31417||1|
2572|any|31.003794427|1529916746.761241200|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1572265||1|
2573|any|31.005353134|1529916746.762799907|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1330898|2856|1||1|
2574|any|31.016878403|1529916746.774325176|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|643584|0x00000010|1,1,8,1,1,5,30|1|0|1714761||1|
2575|any|31.017858872|1529916746.775305645|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1333754|2856|1||1|
2576|any|31.027803471|1529916746.785250244|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,1,1,5,30|1|0|1714761||1|
2577|any|31.030631312|1529916746.788078085|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1336610|2856|1||1|
2578|any|31.039582672|1529916746.797029445|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,30|1|0|1288058||1|
2579|any|31.041464958|1529916746.798911731|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1339466|2856|1||1|
2580|any|31.053732011|1529916746.811178784|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1342322|2856|1||1|
2581|any|31.066063692|1529916746.823510465|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1345178|2856|1||1|
2582|any|31.066067261|1529916746.823514034|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,1,1,5,30|1|0|1290914||1|
2583|any|31.076726163|1529916746.834172936|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,1,1,5,30|1|0|1290914||1|
2584|any|31.079074475|1529916746.836521248|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1348034|1428|1||1|
2585|any|31.083593855|1529916746.841040628|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1785857|2856|1||1|
2586|any|31.089370424|1529916746.846817197|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,1,1,5,30|1|0|1290914||1|
2587|any|31.096496705|1529916746.853943478|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30,1,1|1349462|2856|1||1|
2588|any|31.098946929|1529916746.856393702|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,1,1,5,30|1|0|1290914||1|
2589|any|31.108252555|1529916746.865699328|10.0.0.1|10.0.0.2|10.0.0.1|10.0.0.2|1|33784|5201|117248|0x00000010|1,1,8,30|1352318|2856|1||1|
2590|any|31.111811582|1529916746.869258355|10.0.0.2|10.0.0.1|10.0.0.2|10.0.0.1|1|5201|33784|733184|0x00000010|1,1,8,1,1,5,30|1|0|1290914||1|
