packetid|interface|reltime|abstime|ipsrc|ipdst|ipsrc_host|ipdst_host|tcpstream|sport|dport|rwnd|tcpflags|tcpoptions|tcpseq|tcplen|tcpack|tsval|tsecr|expected_token|mptcpstream|sendkey|recvkey|recvtok|datafin|mptcpversion|dack|dsn
1816|any|25.815042337|1529916741.57249|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|986877|2856|1|67|67||1||||0||1|2218570
1817|any|25.825745457|1529916741.58319|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|989733|2856|1|67|67||1||||0||1|2221426
1818|any|25.838877102|1529916741.59632|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|992589|1428|1|67|67||1||||0||1|2224282
1819|any|25.885157959|1529916741.64261|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|978309|340|340||1||||0||2161450|1
1820|any|25.890505538|1529916741.64795|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|981165|68|68||1||||0||2161450|1
1821|any|25.903705316|1529916741.66115|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|984021|75|75||1||||0||2161450|1
1822|any|25.915018022|1529916741.67246|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|986877|82|82||1||||0||2161450|1
1823|any|25.930633685|1529916741.68808|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|989733|91|91||1||||0||2161450|1
1824|any|25.932001675|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2164306|1
1825|any|25.932002526|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2167162|1
1826|any|25.93200318|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2175730|1
1827|any|25.932003779|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|724480|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2181442|1
1828|any|25.932004423|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2184298|1
1829|any|25.932005012|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|714240|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2195722|1
1830|any|25.93200579|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|712192|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2198578|1
1831|any|25.932006371|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|710144|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2201434|1
1832|any|25.932006962|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|708096|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2204290|1
1833|any|25.932007544|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|706048|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2207146|1
1834|any|25.932008107|1529916741.68945|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|704000|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2210002|1
1835|any|25.932008706|1529916741.68946|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2212858|1
1836|any|25.932009307|1529916741.68946|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|697856|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2218570|1
1837|any|25.932009869|1529916741.68946|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|695808|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2221426|1
1838|any|25.932010445|1529916741.68946|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|693760|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2224282|1
1839|any|25.932011243|1529916741.68946|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|692736|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2225710|1
1840|any|25.941650598|1529916741.6991|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|992589|99|99||1||||0||2161450|1
1841|any|25.993110718|1529916741.75056|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|994017|109|109||1||||0||2225710|1
1842|any|26.535173511|1529916742.29262|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|994017|2552|1|549|549||1||||0||1|2225710
1843|any|26.568932444|1529916742.32638|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|996569|2856|1|549|549||1||||0||1|2228262
1844|any|26.575755404|1529916742.3332|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|999425|2856|1|549|549||1||||0||1|2231118
1845|any|26.587093669|1529916742.34454|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1002281|2856|1|549|549||1||||0||1|2233974
1846|any|26.60051408|1529916742.35796|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1005137|2856|1|549|549||1||||0||1|2236830
1847|any|26.612129847|1529916742.36958|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1007993|2856|1|549|549||1||||0||1|2239686
1848|any|26.622943549|1529916742.38039|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1010849|2856|1|549|549||1||||0||1|2242542
1849|any|26.627860812|1529916742.38531|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2228262|1
1850|any|26.635103401|1529916742.39255|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1013705|2856|1|549|549||1||||0||1|2245398
1851|any|26.646912344|1529916742.40436|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1016561|2856|1|549|549||1||||0||1|2248254
1852|any|26.647199431|1529916742.40465|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|996569|66|66||1||||0||2228262|1
1853|any|26.660556757|1529916742.418|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1019417|2856|1|549|549||1||||0||1|2251110
1854|any|26.672609294|1529916742.43006|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1022273|2856|1|549|549||1||||0||1|2253966
1855|any|26.684539343|1529916742.44199|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1025129|2856|1|549|549||1||||0||1|2256822
1856|any|26.684542595|1529916742.44199|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|999425|66|66||1||||0||2228262|1
1857|any|26.691912734|1529916742.44936|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1002281|71|71||1||||0||2228262|1
1858|any|26.696497568|1529916742.45394|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1027985|2856|1|549|549||1||||0||1|2259678
1859|any|26.701028947|1529916742.45848|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1005137|80|80||1||||0||2228262|1
1860|any|26.708344398|1529916742.46579|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1030841|2856|1|549|549||1||||0||1|2262534
1861|any|26.712900005|1529916742.47035|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1007993|89|89||1||||0||2228262|1
1862|any|26.720225525|1529916742.47767|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1033697|2856|1|549|549||1||||0||1|2265390
1863|any|26.727192474|1529916742.48464|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1010849|99|99||1||||0||2228262|1
1864|any|26.73231792|1529916742.48976|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1036553|2856|1|549|549||1||||0||1|2268246
1865|any|26.739679724|1529916742.49713|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1013705|108|108||1||||0||2228262|1
1866|any|26.744240686|1529916742.50169|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1039409|2856|1|549|549||1||||0||1|2271102
1867|any|26.749363558|1529916742.50681|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1016561|118|118||1||||0||2228262|1
1868|any|26.757257208|1529916742.5147|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1042265|2856|1|549|549||1||||0||1|2273958
1869|any|26.762953113|1529916742.5204|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1019417|128|128||1||||0||2228262|1
1870|any|26.767981255|1529916742.52543|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1045121|2856|1|549|549||1||||0||1|2276814
1871|any|26.773654285|1529916742.5311|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1022273|138|138||1||||0||2228262|1
1872|any|26.781516762|1529916742.53896|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1047977|2856|1|549|549||1||||0||1|2279670
1873|any|26.787181781|1529916742.54463|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1025129|149|149||1||||0||2228262|1
1874|any|26.792163258|1529916742.54961|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1050833|2856|1|549|549||1||||0||1|2282526
1875|any|26.797857576|1529916742.5553|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1027985|157|157||1||||0||2228262|1
1876|any|26.802953225|1529916742.5604|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1053689|2856|1|549|549||1||||0||1|2285382
1877|any|26.808496906|1529916742.56594|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1030841|167|167||1||||0||2228262|1
1878|any|26.815851377|1529916742.5733|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1056545|2856|1|549|549||1||||0||1|2288238
1879|any|26.822614785|1529916742.58006|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1033697|177|177||1||||0||2228262|1
1880|any|26.827594823|1529916742.58504|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1059401|1428|1|549|549||1||||0||1|2291094
1881|any|26.832188116|1529916742.58964|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1036553|186|186||1||||0||2228262|1
1882|any|26.834474707|1529916742.59192|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30,1,1|1060829|2856|1|549|549||1||||0||1|2292522
1883|any|26.846764041|1529916742.60421|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1063685|2856|1|549|549||1||||0||1|2295378
1884|any|26.846767341|1529916742.60421|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1039409|184|184||1||||0||2228262|1
1885|any|26.85636238|1529916742.61381|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1042265|192|192||1||||0||2228262|1
1886|any|26.858737304|1529916742.61618|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1066541|2856|1|549|549||1||||0||1|2298234
1887|any|26.870832777|1529916742.62828|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1069397|2856|1|549|549||1||||0||1|2301090
1888|any|26.870836017|1529916742.62828|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1045121|203|203||1||||0||2228262|1
1889|any|26.881563954|1529916742.63901|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1072253|2856|1|549|549||1||||0||1|2303946
1890|any|26.884468711|1529916742.64192|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1047977|212|212||1||||0||2228262|1
1891|any|26.89233641|1529916742.64978|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1050833|222|222||1||||0||2228262|1
1892|any|26.89349496|1529916742.65094|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1075109|2856|1|549|549||1||||0||1|2306802
1893|any|26.905568674|1529916742.66302|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1077965|2856|1|549|549||1||||0||1|2309658
1894|any|26.906596664|1529916742.66404|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1053689|233|233||1||||0||2228262|1
1895|any|26.917328516|1529916742.67478|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1080821|2856|1|549|549||1||||0||1|2312514
1896|any|26.91846069|1529916742.67591|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1056545|242|242||1||||0||2228262|1
1897|any|26.921935898|1529916742.67938|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2231118|1
1898|any|26.921936638|1529916742.67938|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|729600|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2245398|1
1899|any|26.921937402|1529916742.67938|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2248254|1
1900|any|26.921938031|1529916742.67938|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|723968|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2256822|1
1901|any|26.921938762|1529916742.67939|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|722432|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2259678|1
1902|any|26.921939607|1529916742.67939|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|721408|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2262534|1
1903|any|26.921940256|1529916742.67939|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|715776|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2273958|1
1904|any|26.921940881|1529916742.67939|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|713216|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2276814|1
1905|any|26.921941486|1529916742.67939|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|709120|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2282526|1
1906|any|26.921942092|1529916742.67939|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|707072|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2285382|1
1907|any|26.921942786|1529916742.67939|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|705024|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2288238|1
1908|any|26.921943488|1529916742.67939|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|701952|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2292522|1
1909|any|26.930567059|1529916742.68801|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1083677|2856|1|549|549||1||||0||1|2315370
1910|any|26.930565403|1529916742.68801|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1059401|251|251||1||||0||2228262|1
1911|any|26.942248517|1529916742.6997|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1086533|2856|1|549|549||1||||0||1|2318226
1912|any|26.948599482|1529916742.70605|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1063685|263|263||1||||0||2292522|1
1913|any|26.953577903|1529916742.71102|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1089389|2856|1|549|549||1||||0||1|2321082
1914|any|26.958245812|1529916742.71569|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1066541|241|241||1||||0||2292522|1
1915|any|26.965513837|1529916742.72296|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1092245|2856|1|549|549||1||||0||1|2323938
1916|any|26.971988559|1529916742.72944|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1069397|252|252||1||||0||2292522|1
1917|any|26.977534397|1529916742.73498|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1095101|2856|1|549|549||1||||0||1|2326794
1918|any|26.982816631|1529916742.74026|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1072253|261|261||1||||0||2292522|1
1919|any|26.991261951|1529916742.74871|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1097957|2856|1|549|549||1||||0||1|2329650
1920|any|26.994421201|1529916742.75187|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1075109|266|266||1||||0||2292522|1
1921|any|27.001887124|1529916742.75933|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1100813|2856|1|549|549||1||||0||1|2332506
1922|any|27.008597993|1529916742.76605|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1077965|275|275||1||||0||2292522|1
1923|any|27.013709673|1529916742.77116|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1103669|2856|1|549|549||1||||0||1|2335362
1924|any|27.018278726|1529916742.77573|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1080821|284|284||1||||0||2292522|1
1925|any|27.025573398|1529916742.78302|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1106525|2856|1|549|549||1||||0||1|2338218
1926|any|27.030653217|1529916742.7881|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1083677|290|290||1||||0||2292522|1
1927|any|27.038106549|1529916742.79555|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1109381|2856|1|549|549||1||||0||1|2341074
1928|any|27.043815743|1529916742.80126|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1086533|301|301||1||||0||2292522|1
1929|any|27.051072727|1529916742.80852|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1112237|2856|1|549|549||1||||0||1|2343930
1930|any|27.054311021|1529916742.81176|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1089389|308|308||1||||0||2292522|1
1931|any|27.06153001|1529916742.81898|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1115093|2856|1|549|549||1||||0||1|2346786
1932|any|27.068024942|1529916742.82547|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1092245|313|313||1||||0||2292522|1
1933|any|27.074207522|1529916742.83165|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1117949|2856|1|549|549||1||||0||1|2349642
1934|any|27.079492004|1529916742.83694|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1095101|324|324||1||||0||2292522|1
1935|any|27.087029216|1529916742.84448|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1120805|2856|1|549|549||1||||0||1|2352498
1936|any|27.092414797|1529916742.84986|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1097957|333|333||1||||0||2292522|1
1937|any|27.098039137|1529916742.85549|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000010|1,1,8,30|1123661|1428|1|549|549||1||||0||1|2355354
1938|any|27.10594853|1529916742.8634|10.0.0.1|11.0.0.2|10.0.0.1|11.0.0.2|3|57491|5201|117248|0x00000018|1,1,8,30,1,1|1125089|2552|1|68|68||1||||0||1|2356782
1939|any|27.105946196|1529916742.86339|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1100813|339|339||1||||0||2292522|1
1940|any|27.115629313|1529916742.87308|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1103669|347|347||1||||0||2292522|1
1941|any|27.128551328|1529916742.886|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1106525|358|358||1||||0||2292522|1
1942|any|27.141289004|1529916742.89874|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1109381|362|362||1||||0||2292522|1
1943|any|27.1512752|1529916742.90872|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1112237|372|372||1||||0||2292522|1
1944|any|27.166304222|1529916742.92375|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1115093|383|383||1||||0||2292522|1
1945|any|27.181214251|1529916742.93866|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1117949|393|393||1||||0||2292522|1
1946|any|27.18830173|1529916742.94575|11.0.0.2|10.0.0.1|11.0.0.2|10.0.0.1|3|5201|57491|733184|0x00000010|1,1,8,30|1|0|1120805|395|395||1||||0||2292522|1
1947|any|27.196057145|1529916742.9535|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2295378|1
1948|any|27.196058036|1529916742.9535|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|733184|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2298234|1
1949|any|27.196058651|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|732672|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2301090|1
1950|any|27.19605921|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|730624|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2303946|1
1951|any|27.196059821|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|728576|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2306802|1
1952|any|27.196060482|1529916742.95351|11.0.0.2|11.0.0.1|11.0.0.2|11.0.0.1|5|5201|50077|726528|0x00000010|1,1,8,1,1,5,30|1|0|31417|46|46||1||||0||2309658|1
